PaymentID,ApplicationID,ApplicationDate,TuitionPay,AccommodationPay,LivingExpensePay,ServiceFee,PaymentMethod
40065,85571,7/21/2025 0:00,6000,1400,1000,500,Cash
40066,219972,3/1/2025 0:00,0,1000,1000,1000,Bank Transfer
40067,219973,5/29/2025 0:00,0,1000,1000,1000,Cash
40068,219974,11/8/2024 0:00,10000,4900,1000,500,Credit Card
40069,219975,12/9/2024 0:00,12500,1500,1500,1000,Cash
40070,85585,9/23/2024 0:00,0,8000,1000,500,Bank Transfer
40071,219982,12/20/2023 0:00,0,0,1000,1000,Cash
40072,219984,4/15/2024 0:00,6000,4500,1000,500,Credit Card
40073,219985,6/15/2024 0:00,0,0,0,1000,Credit Card
40074,85592,9/10/2024 0:00,0,0,0,500,Credit Card
40075,85593,12/7/2024 0:00,0,0,1000,500,Cash
40076,219990,1/14/2024 0:00,0,1500,1000,1000,Bank Transfer
40077,85595,4/8/2025 0:00,0,900,1000,1000,Credit Card
40078,85600,3/2/2024 0:00,0,1500,0,500,Cash
40079,219998,8/22/2024 0:00,0,0,0,1000,Cash
40080,219999,7/20/2024 0:00,0,3000,1000,500,Credit Card
40081,85604,8/7/2025 0:00,0,4500,1000,500,Bank Transfer
40082,85607,7/15/2025 0:00,0,700,1500,1000,Bank Transfer
40083,220005,8/5/2024 0:00,0,650,1000,1000,Credit Card
40084,85611,4/10/2025 0:00,39000,2400,900,500,Cash
40085,85616,9/9/2024 0:00,6000,2000,1200,500,Cash
40086,85617,10/16/2024 0:00,0,600,2000,500,Bank Transfer
40087,220013,3/28/2025 0:00,9000,1500,1000,1000,Bank Transfer
40088,85620,3/26/2025 0:00,2000,5000,1600,500,Credit Card
40089,85621,12/11/2024 0:00,0,600,1500,500,Bank Transfer
40090,220017,8/27/2025 0:00,20000,625,1000,500,Cash
40091,85624,7/8/2025 0:00,0,0,2000,500,Cash
40092,85628,3/29/2024 0:00,6000,1400,1000,1000,Bank Transfer
40093,220025,5/30/2025 0:00,15000,10800,0,1000,Cash
40094,220029,3/4/2025 0:00,12000,750,1000,500,Credit Card
40095,85638,9/19/2024 0:00,0,900,1800,1000,Cash
40096,85643,11/23/2023 0:00,5000,7500,1000,800,Cash
40097,85645,1/3/2024 0:00,0,0,1500,500,Cash
40098,85650,6/11/2024 0:00,0,0,500,500,Credit Card
40099,220043,7/2/2025 0:00,0,9000,1000,500,Credit Card
40100,85652,11/23/2024 0:00,0,600,1500,500,Bank Transfer
40101,85653,8/28/2025 0:00,0,750,1500,500,Bank Transfer
40102,85654,5/1/2025 0:00,0,400,0,1000,Bank Transfer
40103,85657,4/20/2024 0:00,30000,400,1000,1000,Credit Card
40104,85658,8/20/2024 0:00,0,0,0,1000,Cash
40105,85661,8/11/2025 0:00,0,1000,0,500,Cash
40106,220054,6/28/2024 0:00,0,0,1600,1000,Bank Transfer
40107,85663,2/19/2025 0:00,0,450,1000,1000,Credit Card
40108,85666,7/21/2025 0:00,0,0,0,1000,Cash
40109,220058,2/13/2025 0:00,0,0,0,1000,Bank Transfer
40110,220059,12/27/2022 0:00,7500,4000,1500,500,Bank Transfer
40111,220063,8/1/2025 0:00,0,0,0,1000,Cash
40112,85674,9/2/2023 0:00,3000,6600,2000,1000,Cash
40113,220067,11/13/2024 0:00,7000,1750,1000,500,Cash
40114,85678,4/20/2025 0:00,0,0,0,1000,Cash
40115,220068,12/6/2023 0:00,0,10800,0,1000,Cash
40116,220069,7/9/2025 0:00,19950,1800,1500,1000,Bank Transfer
40117,85686,9/15/2024 0:00,0,0,0,500,Cash
40118,220077,4/28/2025 0:00,0,0,0,1000,Cash
40119,85691,6/4/2025 0:00,0,0,1500,500,Credit Card
40120,220079,9/10/2024 0:00,8200,1000,1500,500,Credit Card
40121,85692,3/16/2025 0:00,0,1350,0,1000,Bank Transfer
40122,85695,5/26/2024 0:00,0,8000,1500,1000,Credit Card
40123,85697,8/16/2025 0:00,6000,1400,1000,1000,Credit Card
40124,220088,5/11/2025 0:00,8000,2100,1500,500,Bank Transfer
40125,85701,5/10/2024 0:00,13000,4900,1000,500,Credit Card
40126,220091,7/10/2025 0:00,30000,1500,1500,500,Credit Card
40127,85704,6/7/2025 0:00,0,3000,1000,500,Cash
40128,220092,7/28/2024 0:00,0,2250,2000,500,Bank Transfer
40129,220094,3/5/2024 0:00,0,0,0,1000,Bank Transfer
40130,85709,2/25/2025 0:00,0,1500,1500,500,Bank Transfer
40131,220099,3/4/2024 0:00,0,0,0,500,Bank Transfer
40132,220100,8/12/2025 0:00,0,0,0,1000,Credit Card
40133,220102,12/13/2024 0:00,0,0,0,1000,Bank Transfer
40134,85717,12/27/2024 0:00,10000,1000,1500,500,Cash
40135,85719,1/29/2025 0:00,0,0,2000,1000,Credit Card
40136,220106,3/3/2025 0:00,0,3000,1000,500,Cash
40137,85720,4/14/2025 0:00,0,0,0,1000,Cash
40138,85722,1/28/2024 0:00,0,1600,1000,500,Cash
40139,220113,1/26/2024 0:00,13000,4500,1000,500,Credit Card
40140,85729,2/3/2024 0:00,8000,0,1500,500,Credit Card
40141,220119,9/26/2024 0:00,5000,5500,1000,1000,Bank Transfer
40142,220121,6/9/2025 0:00,6000,1400,1000,1000,Bank Transfer
40143,220124,6/15/2024 0:00,0,1500,0,1000,Bank Transfer
40144,220125,7/1/2025 0:00,0,600,2000,500,Bank Transfer
40145,220127,5/25/2024 0:00,10000,10000,1500,1000,Credit Card
40146,85741,4/11/2025 0:00,0,3500,0,1000,Cash
40147,85742,5/23/2024 0:00,1000,6600,2000,1000,Credit Card
40148,85745,11/15/2023 0:00,15500,6000,1000,500,Cash
40149,220136,3/8/2023 0:00,13500,5400,1000,1000,Credit Card
40150,85755,10/23/2024 0:00,13000,4900,1000,1000,Credit Card
40151,85756,2/2/2025 0:00,25000,10000,1500,1000,Credit Card
40152,220144,12/25/2024 0:00,16000,900,1000,500,Credit Card
40153,85759,8/14/2024 0:00,0,0,1500,500,Bank Transfer
40154,85763,5/17/2025 0:00,0,750,1500,1000,Credit Card
40155,220149,6/10/2024 0:00,0,48,1500,500,Bank Transfer
40156,85770,9/5/2024 0:00,0,1200,1000,500,Credit Card
40157,220157,5/25/2025 0:00,0,400,0,1000,Credit Card
40158,85772,6/10/2025 0:00,29000,6600,2000,1000,Credit Card
40159,220159,1/12/2024 0:00,28200,1500,2200,500,Bank Transfer
40160,85786,12/6/2024 0:00,6000,1800,1000,500,Credit Card
40161,85792,11/30/2024 0:00,21500,450,1500,500,Cash
40162,220178,8/6/2024 0:00,0,4000,1000,500,Bank Transfer
40163,85793,8/25/2025 0:00,6000,1400,1000,1000,Bank Transfer
40164,85794,8/25/2025 0:00,6000,4900,1000,1000,Credit Card
40165,85796,4/30/2025 0:00,0,0,0,1000,Credit Card
40166,85799,12/17/2024 0:00,12000,600,2100,500,Bank Transfer
40167,85800,9/30/2025 0:00,0,0,0,500,Credit Card
40168,85802,1/14/2025 0:00,0,0,2000,1000,Bank Transfer
40169,220191,2/22/2025 0:00,0,0,0,1000,Cash
40170,85806,11/14/2024 0:00,13000,4900,1000,1000,Credit Card
40171,85809,3/25/2025 0:00,0,2500,1500,500,Bank Transfer
40172,220195,5/12/2025 0:00,12000,4500,1000,500,Credit Card
40173,85811,9/4/2025 0:00,0,750,1500,1000,Cash
40174,220198,6/21/2025 0:00,0,1,1,1000,Bank Transfer
40175,220206,8/29/2025 0:00,0,5000,0,1000,Cash
40176,85825,5/4/2024 0:00,0,750,1500,1000,Credit Card
40177,85830,1/9/2024 0:00,6000,1800,1000,500,Bank Transfer
40178,220214,4/15/2025 0:00,0,0,0,500,Bank Transfer
40179,85833,5/1/2025 0:00,0,750,1000,500,Bank Transfer
40180,85835,10/30/2024 0:00,0,78,1500,1000,Bank Transfer
40181,85836,4/15/2025 0:00,0,900,1500,500,Cash
40182,220224,7/7/2025 0:00,0,0,0,500,Credit Card
40183,85842,6/24/2024 0:00,7000,4800,1500,500,Cash
40184,220225,1/1/2024 0:00,10000,1000,1500,500,Cash
40185,85844,2/8/2024 0:00,15000,0,0,1000,Bank Transfer
40186,220230,6/20/2025 0:00,0,1500,0,500,Bank Transfer
40187,85851,2/14/2025 0:00,0,0,0,1000,Bank Transfer
40188,85854,12/15/2024 0:00,0,1,1,1000,Credit Card
40189,85856,6/15/2024 0:00,15000,400,1000,1000,Cash
40190,220239,11/27/2024 0:00,0,1020,0,500,Credit Card
40191,85860,6/25/2025 0:00,0,1600,0,500,Bank Transfer
40192,85861,2/9/2025 0:00,0,0,0,500,Credit Card
40193,220243,2/9/2024 0:00,10000,2600,0,1000,Cash
40194,85865,5/12/2025 0:00,0,60,1500,500,Credit Card
40195,85870,11/14/2024 0:00,10250,1500,1500,500,Bank Transfer
40196,220253,6/1/2025 0:00,0,750,1500,500,Cash
40197,220257,7/27/2025 0:00,23500,2400,900,500,Credit Card
40198,85881,9/15/2024 0:00,0,0,0,500,Bank Transfer
40199,85882,9/17/2024 0:00,6000,1400,1000,500,Cash
40200,220260,3/31/2024 0:00,16000,1000,1500,500,Cash
40201,220261,8/5/2025 0:00,7000,5500,1000,500,Cash
40202,220263,6/2/2025 0:00,11000,400,1000,500,Credit Card
40203,85889,8/31/2023 0:00,0,1020,0,500,Cash
40204,85890,12/22/2023 0:00,0,500,1000,500,Credit Card
40205,85895,1/7/2025 0:00,88000,48,1500,500,Cash
40206,85899,7/15/2025 0:00,0,0,2000,500,Bank Transfer
40207,220275,5/12/2025 0:00,10000,500,1000,1000,Cash
40208,220276,2/18/2025 0:00,0,7200,0,1000,Bank Transfer
40209,85903,8/28/2025 0:00,0,1000,1000,1000,Credit Card
40210,220278,8/13/2025 0:00,0,1000,1000,500,Cash
40211,85905,9/18/2025 0:00,10950,3000,1000,1000,Bank Transfer
40212,85906,1/9/2025 0:00,0,1600,1000,500,Cash
40213,85907,7/13/2025 0:00,0,0,0,500,Bank Transfer
40214,220282,5/16/2025 0:00,10000,2600,0,500,Cash
40215,85911,9/3/2025 0:00,9000,1500,1500,500,Credit Card
40216,85914,6/21/2025 0:00,10500,30,1000,1000,Cash
40217,85923,1/14/2025 0:00,0,0,2000,1000,Credit Card
40218,220296,6/13/2025 0:00,0,0,1000,1000,Credit Card
40219,220297,8/11/2024 0:00,33600,600,2000,500,Bank Transfer
40220,85928,9/23/2023 0:00,21500,450,1500,1000,Bank Transfer
40221,220302,12/18/2024 0:00,0,700,1500,1000,Cash
40222,85932,3/26/2025 0:00,0,0,0,1000,Credit Card
40223,220305,10/29/2024 0:00,0,1020,0,1000,Bank Transfer
40224,220307,3/10/2025 0:00,24500,1000,1500,500,Credit Card
40225,85939,3/13/2024 0:00,15000,1350,0,500,Cash
40226,220316,8/1/2025 0:00,15000,400,1000,500,Cash
40227,220317,8/10/2024 0:00,10250,1500,1500,500,Cash
40228,85950,4/3/2025 0:00,0,3000,1000,1000,Bank Transfer
40229,85956,4/26/2025 0:00,0,1020,0,1000,Bank Transfer
40230,85957,9/3/2024 0:00,0,4000,2000,500,Credit Card
40231,220326,1/18/2025 0:00,1600,1500,2200,1000,Cash
40232,85958,7/28/2025 0:00,0,0,1000,500,Credit Card
40233,220330,3/6/2024 0:00,11500,1000,1000,500,Cash
40234,85962,1/30/2025 0:00,0,400,1000,1000,Cash
40235,220331,1/11/2025 0:00,0,4000,1000,500,Credit Card
40236,85964,2/27/2024 0:00,0,0,1000,500,Cash
40237,220333,10/25/2024 0:00,0,48,1500,1000,Bank Transfer
40238,220339,4/3/2025 0:00,0,0,0,500,Bank Transfer
40239,220341,8/1/2025 0:00,0,0,0,1000,Credit Card
40240,85975,1/7/2025 0:00,19800,250,1000,500,Bank Transfer
40241,220344,5/18/2024 0:00,0,0,0,1000,Bank Transfer
40242,220349,1/20/2025 0:00,0,600,2450,500,Cash
40243,220350,4/23/2025 0:00,0,0,1000,500,Credit Card
40244,220355,7/16/2024 0:00,0,0,0,1000,Credit Card
40245,85987,3/13/2025 0:00,0,0,1000,500,Credit Card
40246,220356,8/4/2025 0:00,0,4900,1000,1000,Credit Card
40247,220358,5/10/2025 0:00,0,900,1000,1000,Bank Transfer
40248,85991,8/29/2025 0:00,0,0,0,1000,Credit Card
40249,85992,8/7/2025 0:00,1600,1500,2200,1000,Credit Card
40250,220362,7/2/2025 0:00,16000,900,1000,1000,Bank Transfer
40251,85994,11/28/2024 0:00,0,0,0,1000,Bank Transfer
40252,220363,4/27/2025 0:00,13000,4500,1000,500,Bank Transfer
40253,220365,12/22/2024 0:00,0,1,1,1000,Bank Transfer
40254,220367,7/11/2025 0:00,0,4000,1000,500,Bank Transfer
40255,220368,11/2/2023 0:00,0,800,0,1000,Cash
40256,86002,9/3/2024 0:00,6000,2000,1200,1000,Bank Transfer
40257,220372,3/8/2025 0:00,60000,36000,3000,500,Credit Card
40258,220375,4/12/2023 0:00,11500,1500,1500,500,Bank Transfer
40259,86008,11/25/2023 0:00,0,1200,1500,500,Bank Transfer
40260,220378,4/9/2025 0:00,0,0,1000,500,Credit Card
40261,86010,9/27/2025 0:00,5000,600,1500,500,Cash
40262,220387,10/24/2024 0:00,0,8000,1000,500,Cash
40263,220388,3/24/2024 0:00,0,4000,1000,500,Credit Card
40264,220389,1/12/2025 0:00,0,1,1,500,Credit Card
40265,86024,12/3/2024 0:00,13000,13000,1000,500,Cash
40266,220391,12/9/2023 0:00,15000,0,1500,500,Cash
40267,220392,9/13/2024 0:00,0,60,1500,1000,Bank Transfer
40268,220394,7/17/2025 0:00,10500,15,1000,1000,Cash
40269,86028,3/3/2025 0:00,0,0,1500,1000,Credit Card
40270,86030,11/30/2024 0:00,0,600,2450,500,Credit Card
40271,86031,10/5/2024 0:00,0,1020,0,500,Bank Transfer
40272,220399,9/30/2025 0:00,0,0,1000,500,Bank Transfer
40273,220400,6/28/2025 0:00,0,0,0,1000,Bank Transfer
40274,86034,3/26/2024 0:00,17475,1500,2200,1000,Cash
40275,220402,8/20/2025 0:00,15000,2000,2300,1000,Cash
40276,220404,2/9/2025 0:00,0,3500,1500,1000,Bank Transfer
40277,86039,3/2/2025 0:00,0,600,2100,1000,Cash
40278,220408,10/13/2023 0:00,12000,4900,1000,1000,Cash
40279,86043,8/6/2025 0:00,0,1500,0,1000,Bank Transfer
40280,86045,7/26/2025 0:00,0,1500,1500,500,Credit Card
40281,220415,9/10/2025 0:00,8200,1000,1500,1000,Credit Card
40282,86049,12/12/2024 0:00,11000,400,1000,500,Cash
40283,86050,7/21/2025 0:00,0,1020,0,500,Bank Transfer
40284,220417,5/8/2025 0:00,0,4000,1000,500,Bank Transfer
40285,86052,9/15/2025 0:00,0,1,1,1000,Cash
40286,220419,8/11/2025 0:00,1000,5000,1500,500,Cash
40287,220421,4/20/2024 0:00,12000,900,1000,1000,Credit Card
40288,220423,6/3/2025 0:00,0,750,1500,500,Bank Transfer
40289,86058,10/14/2024 0:00,0,0,2000,500,Bank Transfer
40290,220426,12/27/2022 0:00,0,800,1000,500,Credit Card
40291,86060,4/4/2025 0:00,8000,0,1500,500,Bank Transfer
40292,86062,1/9/2025 0:00,0,0,0,1000,Cash
40293,220432,10/28/2024 0:00,10000,1000,1500,1000,Credit Card
40294,220438,1/4/2025 0:00,0,0,0,1000,Bank Transfer
40295,86072,6/8/2025 0:00,0,750,1500,1000,Credit Card
40296,86074,11/29/2024 0:00,0,750,1500,1000,Bank Transfer
40297,86077,1/21/2024 0:00,0,60,1500,500,Credit Card
40298,220444,6/28/2024 0:00,0,0,0,1000,Bank Transfer
40299,86080,1/2/2025 0:00,0,4500,1000,1000,Cash
40300,86081,9/11/2025 0:00,0,1,1,1000,Credit Card
40301,86083,2/11/2025 0:00,6000,1400,1000,500,Bank Transfer
40302,220451,3/28/2025 0:00,0,0,0,1000,Credit Card
40303,86085,8/13/2025 0:00,0,400,0,500,Credit Card
40304,86087,7/28/2024 0:00,0,750,1500,500,Cash
40305,220455,9/23/2024 0:00,0,2250,2000,1000,Bank Transfer
40306,220456,5/11/2024 0:00,30000,400,1000,500,Cash
40307,86090,10/25/2024 0:00,1000,154,1500,1000,Credit Card
40308,86095,2/22/2025 0:00,0,600,1500,500,Cash
40309,220462,1/1/2025 0:00,0,1600,0,500,Cash
40310,86096,7/21/2025 0:00,0,1500,0,500,Bank Transfer
40311,220464,4/27/2024 0:00,0,0,0,500,Bank Transfer
40312,86100,3/28/2025 0:00,13000,4500,1000,500,Cash
40313,220466,1/21/2025 0:00,6000,5400,1500,800,Credit Card
40314,86101,4/27/2024 0:00,0,0,1000,500,Bank Transfer
40315,220467,5/18/2024 0:00,0,5400,1000,1000,Bank Transfer
40316,86102,1/21/2024 0:00,0,900,1000,1000,Cash
40317,220470,4/3/2025 0:00,0,1500,0,500,Credit Card
40318,86105,2/16/2024 0:00,0,0,0,1000,Bank Transfer
40319,220473,9/25/2024 0:00,16000,6000,1000,500,Bank Transfer
40320,220475,7/3/2024 0:00,0,650,1000,500,Credit Card
40321,86117,2/13/2025 0:00,6000,1400,1000,1000,Credit Card
40322,86119,4/27/2025 0:00,0,1020,0,1000,Credit Card
40323,86122,8/31/2025 0:00,0,0,0,1000,Cash
40324,86124,12/7/2024 0:00,0,2000,2300,1000,Bank Transfer
40325,220491,8/30/2025 0:00,0,0,0,500,Bank Transfer
40326,86131,12/10/2024 0:00,6000,450,1000,1000,Credit Card
40327,86135,7/1/2024 0:00,13500,7500,1000,500,Bank Transfer
40328,86136,4/23/2025 0:00,0,2000,1850,1000,Bank Transfer
40329,220501,2/12/2025 0:00,0,7500,1000,1000,Bank Transfer
40330,220503,3/13/2025 0:00,0,1500,0,1000,Cash
40331,220504,10/17/2023 0:00,0,4500,1000,1000,Credit Card
40332,86140,8/23/2025 0:00,0,2000,2300,1000,Credit Card
40333,86141,9/3/2023 0:00,10000,1000,1500,1000,Bank Transfer
40334,86142,4/2/2024 0:00,0,60,0,1000,Credit Card
40335,86144,3/9/2025 0:00,10000,1000,1500,500,Cash
40336,220509,1/23/2024 0:00,0,4500,1000,500,Credit Card
40337,86145,3/31/2025 0:00,16000,900,1000,500,Bank Transfer
40338,220511,1/29/2024 0:00,7000,5500,1000,500,Cash
40339,220513,9/11/2024 0:00,0,0,0,1000,Cash
40340,220514,9/2/2024 0:00,0,2000,1000,1000,Cash
40341,86155,6/3/2025 0:00,0,0,0,500,Credit Card
40342,220520,1/9/2024 0:00,0,450,1000,500,Credit Card
40343,86161,9/16/2025 0:00,9600,4900,1000,500,Credit Card
40344,86173,11/19/2024 0:00,3300,1500,2200,1000,Credit Card
40345,220536,8/26/2024 0:00,0,600,1500,500,Cash
40346,220537,11/24/2024 0:00,10000,4500,1000,1000,Credit Card
40347,86178,7/11/2024 0:00,0,1020,0,500,Bank Transfer
40348,220540,7/30/2025 0:00,12500,1500,1500,1000,Cash
40349,86180,7/14/2024 0:00,0,5400,1500,1000,Cash
40350,220544,2/27/2024 0:00,0,0,0,1000,Cash
40351,86186,11/30/2023 0:00,22500,0,1500,1000,Cash
40352,220547,10/11/2024 0:00,6000,4900,1000,1000,Credit Card
40353,220548,7/30/2024 0:00,0,0,1500,1000,Credit Card
40354,86189,5/7/2025 0:00,0,4000,1500,500,Credit Card
40355,220549,9/19/2024 0:00,0,0,1000,500,Cash
40356,86193,1/10/2025 0:00,0,1020,0,1000,Cash
40357,86194,2/24/2025 0:00,0,1500,0,1000,Bank Transfer
40358,86196,9/20/2024 0:00,6000,1800,1000,1000,Bank Transfer
40359,220557,9/30/2024 0:00,0,600,2450,500,Bank Transfer
40360,220558,5/5/2025 0:00,6000,1400,1000,500,Cash
40361,86203,5/5/2025 0:00,0,0,2500,1000,Cash
40362,220566,8/14/2023 0:00,0,16000,1500,500,Credit Card
40363,86211,2/22/2025 0:00,9000,1500,1500,1000,Credit Card
40364,86213,7/14/2024 0:00,0,4000,2000,500,Cash
40365,220573,10/16/2024 0:00,0,4900,1000,500,Credit Card
40366,220574,5/12/2024 0:00,0,0,0,500,Credit Card
40367,220576,12/25/2024 0:00,0,1,1,1000,Bank Transfer
40368,220577,11/15/2023 0:00,6000,450,1000,500,Bank Transfer
40369,220578,5/9/2024 0:00,0,900,1000,1000,Bank Transfer
40370,220579,3/8/2024 0:00,0,450,1000,500,Cash
40371,86226,3/25/2025 0:00,0,0,0,1000,Bank Transfer
40372,220583,9/23/2024 0:00,0,250,1000,500,Credit Card
40373,86227,7/6/2024 0:00,0,4000,1000,500,Bank Transfer
40374,220584,8/9/2025 0:00,13000,4500,1000,1000,Credit Card
40375,220586,12/27/2024 0:00,0,0,2000,1000,Bank Transfer
40376,86231,10/4/2024 0:00,11000,350,1000,500,Credit Card
40377,86235,8/5/2025 0:00,0,0,0,1000,Credit Card
40378,220591,1/8/2025 0:00,0,2250,2000,500,Bank Transfer
40379,86236,1/13/2024 0:00,0,0,0,1000,Cash
40380,220592,8/25/2025 0:00,0,0,0,500,Cash
40381,220594,3/2/2025 0:00,0,0,1500,500,Bank Transfer
40382,86240,5/27/2025 0:00,0,0,0,1000,Bank Transfer
40383,220596,4/28/2025 0:00,1000,154,1500,500,Bank Transfer
40384,220599,5/12/2024 0:00,0,0,0,500,Bank Transfer
40385,86244,3/8/2025 0:00,10250,1500,1500,1000,Cash
40386,86250,9/13/2024 0:00,12500,1500,1500,1000,Cash
40387,86252,10/16/2024 0:00,0,15,1000,1000,Credit Card
40388,220608,5/29/2025 0:00,1000,6600,1500,500,Cash
40389,220610,5/6/2023 0:00,0,11000,1500,500,Bank Transfer
40390,220619,6/28/2024 0:00,0,0,0,1000,Cash
40391,220622,5/2/2025 0:00,40000,12000,3000,1000,Bank Transfer
40392,86269,11/28/2024 0:00,0,0,1000,1000,Credit Card
40393,86272,4/21/2024 0:00,0,900,1000,500,Bank Transfer
40394,86273,5/10/2025 0:00,0,0,0,1000,Bank Transfer
40395,86274,6/20/2025 0:00,0,1200,1000,1000,Cash
40396,220636,12/16/2023 0:00,0,0,0,500,Credit Card
40397,220638,4/18/2025 0:00,0,0,0,500,Bank Transfer
40398,86287,2/24/2025 0:00,0,0,250,500,Credit Card
40399,220643,9/20/2024 0:00,3300,1500,2200,500,Cash
40400,220645,7/29/2024 0:00,0,4800,0,1000,Credit Card
40401,86298,7/16/2024 0:00,100000,20000,1500,1000,Credit Card
40402,86299,2/22/2025 0:00,0,1500,0,500,Credit Card
40403,220651,1/17/2024 0:00,0,0,0,1000,Bank Transfer
40404,86300,12/31/2024 0:00,0,1020,0,500,Credit Card
40405,220652,3/31/2025 0:00,1000,0,1500,500,Credit Card
40406,220653,6/8/2024 0:00,0,0,0,500,Bank Transfer
40407,220654,7/14/2024 0:00,11000,350,1000,1000,Cash
40408,86304,9/7/2025 0:00,0,1800,0,500,Bank Transfer
40409,86306,12/26/2023 0:00,0,1000,1000,1000,Credit Card
40410,220662,10/24/2024 0:00,0,0,0,1000,Cash
40411,220669,7/16/2025 0:00,10000,2600,0,1000,Credit Card
40412,86321,1/31/2024 0:00,0,1020,0,500,Cash
40413,86325,11/8/2023 0:00,0,0,0,500,Bank Transfer
40414,220677,9/28/2024 0:00,7000,1750,1000,500,Credit Card
40415,220679,1/13/2025 0:00,6000,4500,1000,500,Cash
40416,220681,9/24/2024 0:00,0,0,0,500,Credit Card
40417,220682,7/20/2024 0:00,0,1000,0,500,Credit Card
40418,220689,4/3/2025 0:00,0,0,0,500,Bank Transfer
40419,220691,11/4/2023 0:00,20800,600,2450,1000,Credit Card
40420,86342,6/26/2025 0:00,0,2000,1000,1000,Cash
40421,220692,1/14/2024 0:00,3000,1000,1500,500,Cash
40422,220693,5/25/2024 0:00,88000,78,1500,1000,Credit Card
40423,86345,6/25/2024 0:00,6000,1400,1000,500,Bank Transfer
40424,86348,4/16/2025 0:00,5000,5000,0,1000,Cash
40425,86349,10/19/2023 0:00,0,0,0,500,Cash
40426,220699,8/12/2025 0:00,0,0,0,1000,Credit Card
40427,86351,7/3/2024 0:00,0,1000,0,1000,Bank Transfer
40428,86357,4/21/2025 0:00,7000,5500,1000,1000,Cash
40429,220706,6/25/2024 0:00,0,4000,1500,500,Bank Transfer
40430,86358,10/17/2024 0:00,23900,4000,1500,500,Cash
40431,220710,4/30/2024 0:00,13000,4500,1000,500,Credit Card
40432,86362,9/15/2025 0:00,0,0,1500,1000,Credit Card
40433,86363,11/13/2024 0:00,0,0,0,1000,Cash
40434,86366,9/5/2024 0:00,0,0,0,1000,Cash
40435,220714,5/2/2025 0:00,12500,1500,1500,1000,Bank Transfer
40436,220715,5/30/2025 0:00,0,0,0,500,Credit Card
40437,86369,3/11/2024 0:00,0,0,0,1000,Bank Transfer
40438,86371,4/28/2024 0:00,1000,6600,2000,1000,Credit Card
40439,220719,3/26/2024 0:00,10000,4900,1000,500,Bank Transfer
40440,220720,6/4/2024 0:00,18500,7500,1000,1000,Bank Transfer
40441,86374,7/27/2025 0:00,0,0,1000,1000,Cash
40442,220723,1/30/2025 0:00,20800,600,2450,500,Credit Card
40443,86377,4/17/2025 0:00,0,60,1500,500,Bank Transfer
40444,86378,11/8/2024 0:00,0,3000,1000,1000,Credit Card
40445,86379,11/5/2023 0:00,0,1500,1000,1000,Credit Card
40446,86381,12/24/2024 0:00,0,150,1000,800,Credit Card
40447,220730,12/16/2024 0:00,0,800,1000,1000,Credit Card
40448,220731,10/25/2024 0:00,0,0,0,500,Cash
40449,220734,4/14/2025 0:00,7500,1500,1500,500,Credit Card
40450,220735,10/11/2024 0:00,0,1020,0,1000,Bank Transfer
40451,86393,12/3/2023 0:00,10000,0,0,1000,Credit Card
40452,220739,7/16/2025 0:00,3000,6600,2000,1000,Cash
40453,86396,11/4/2024 0:00,0,0,2000,500,Bank Transfer
40454,86399,6/15/2024 0:00,16000,900,1000,1000,Credit Card
40455,220746,11/6/2024 0:00,0,900,1000,1000,Cash
40456,86404,7/3/2024 0:00,20800,600,2000,1000,Bank Transfer
40457,220748,10/9/2024 0:00,0,0,1500,1000,Credit Card
40458,220750,1/22/2025 0:00,0,0,1000,500,Cash
40459,86407,1/27/2024 0:00,12500,1500,1500,1000,Cash
40460,86409,6/29/2025 0:00,0,0,0,500,Credit Card
40461,86415,11/6/2023 0:00,8200,1000,1500,1000,Cash
40462,220759,8/5/2025 0:00,30000,400,1000,500,Cash
40463,86416,7/6/2025 0:00,0,5400,1500,500,Cash
40464,220762,9/30/2025 0:00,0,600,0,1000,Credit Card
40465,86420,6/2/2025 0:00,0,250,1500,1000,Credit Card
40466,86421,4/22/2024 0:00,40000,36000,2400,500,Cash
40467,86423,8/27/2024 0:00,0,0,0,1000,Bank Transfer
40468,220768,11/28/2024 0:00,0,4000,1500,500,Cash
40469,220770,9/20/2025 0:00,0,450,1000,500,Cash
40470,220773,4/21/2025 0:00,0,0,0,500,Cash
40471,86431,11/27/2024 0:00,0,1000,1000,1000,Bank Transfer
40472,86432,2/5/2025 0:00,13000,4900,1000,500,Bank Transfer
40473,220778,6/20/2025 0:00,0,1500,1500,1000,Credit Card
40474,86441,5/16/2025 0:00,0,0,0,500,Bank Transfer
40475,86442,11/2/2023 0:00,0,4000,1000,1000,Cash
40476,220785,6/19/2025 0:00,13000,4900,1000,1000,Cash
40477,86444,9/27/2024 0:00,8200,1000,1500,500,Cash
40478,86445,5/10/2024 0:00,30000,400,1000,500,Credit Card
40479,220790,2/27/2024 0:00,0,900,1000,500,Bank Transfer
40480,86448,4/5/2024 0:00,3000,6600,2000,1000,Cash
40481,220792,4/30/2025 0:00,0,0,0,500,Bank Transfer
40482,220793,6/29/2024 0:00,0,0,0,1000,Credit Card
40483,86451,4/1/2025 0:00,0,0,1500,500,Bank Transfer
40484,220795,8/1/2025 0:00,0,154,1500,500,Bank Transfer
40485,86457,9/22/2025 0:00,0,0,0,500,Cash
